freq_Hz,sum_dB,woofer_dB,mid_dB,tweeter_dB,baffle_step_dB,wg_loading_dB
16916.61,93.7047,-76.6776,-14.9550,93.7047,-0.0012,2.5000
16975.98,93.6757,-76.7993,-15.0767,93.6757,-0.0012,2.5000
17035.56,93.6467,-76.9209,-15.1984,93.6466,-0.0012,2.5000
17095.34,93.6175,-77.0426,-15.3201,93.6175,-0.0012,2.5000
17155.34,93.5882,-77.1643,-15.4418,93.5882,-0.0012,2.5000
17215.54,93.5588,-77.2860,-15.5635,93.5588,-0.0012,2.5000
17275.96,93.5294,-77.4077,-15.6853,93.5293,-0.0012,2.5000
17336.59,93.4998,-77.5294,-15.8070,93.4998,-0.0011,2.5000
17397.43,93.4701,-77.6511,-15.9287,93.4701,-0.0011,2.5000
17458.48,93.4403,-77.7728,-16.0504,93.4403,-0.0011,2.5000
17519.75,93.4104,-77.8944,-16.1721,93.4104,-0.0011,2.5000
17581.24,93.3804,-78.0161,-16.2938,93.3804,-0.0011,2.5000
17642.94,93.3503,-78.1378,-16.4155,93.3503,-0.0011,2.5000
17704.85,93.3201,-78.2595,-16.5372,93.3201,-0.0011,2.5000
17766.99,93.2898,-78.3812,-16.6589,93.2898,-0.0011,2.5000
17829.34,93.2656,-78.5029,-16.7806,93.2656,-0.0011,2.5000
17891.91,93.2533,-78.6246,-16.9023,93.2533,-0.0011,2.5000
17954.70,93.2409,-78.7462,-17.0240,93.2409,-0.0011,2.5000
18017.71,93.2285,-78.8679,-17.1457,93.2285,-0.0011,2.5000
18080.94,93.2160,-78.9896,-17.2674,93.2160,-0.0011,2.5000
18144.40,93.2035,-79.1113,-17.3891,93.2035,-0.0010,2.5000
18208.07,93.1909,-79.2330,-17.5109,93.1909,-0.0010,2.5000
18271.97,93.1783,-79.3547,-17.6326,93.1783,-0.0010,2.5000
18336.10,93.1657,-79.4763,-17.7543,93.1656,-0.0010,2.5000
18400.45,93.1530,-79.5980,-17.8760,93.1529,-0.0010,2.5000
18465.02,93.1402,-79.7197,-17.9977,93.1402,-0.0010,2.5000
18529.82,93.1274,-79.8414,-18.1194,93.1274,-0.0010,2.5000
18594.85,93.1146,-79.9631,-18.2411,93.1146,-0.0010,2.5000
18660.11,93.1017,-80.0847,-18.3628,93.1017,-0.0010,2.5000
18725.60,93.0888,-80.2064,-18.4845,93.0888,-0.0010,2.5000
18791.31,93.0759,-80.3281,-18.6062,93.0758,-0.0010,2.5000
18857.26,93.0628,-80.4498,-18.7279,93.0628,-0.0010,2.5000
18923.44,93.0554,-80.5715,-18.8496,93.0553,-0.0010,2.5000
18989.85,93.0495,-80.6931,-18.9714,93.0495,-0.0010,2.5000
19056.49,93.0436,-80.8148,-19.0931,93.0436,-0.0009,2.5000
19123.37,93.0376,-80.9365,-19.2148,93.0376,-0.0009,2.5000
19190.48,93.0317,-81.0582,-19.3365,93.0317,-0.0009,2.5000
19257.83,93.0257,-81.1799,-19.4582,93.0257,-0.0009,2.5000
19325.41,93.0197,-81.3015,-19.5799,93.0197,-0.0009,2.5000
19393.23,93.0137,-81.4232,-19.7016,93.0137,-0.0009,2.5000
19461.29,93.0077,-81.5449,-19.8233,93.0077,-0.0009,2.5000
19529.59,93.0016,-81.6666,-19.9450,93.0016,-0.0009,2.5000
19598.13,92.9956,-81.7882,-20.0667,92.9955,-0.0009,2.5000
19666.91,92.9895,-81.9099,-20.1884,92.9894,-0.0009,2.5000
19735.93,92.9833,-82.0316,-20.3102,92.9833,-0.0009,2.5000
19805.19,92.9772,-82.1533,-20.4319,92.9772,-0.0009,2.5000
19874.69,92.9710,-82.2749,-20.5536,92.9710,-0.0009,2.5000
19944.44,92.9649,-82.3966,-20.6753,92.9648,-0.0009,2.5000
20014.44,72.9601,-82.5183,-20.7970,72.9599,-0.0009,2.5000
20084.67,72.9601,-82.6399,-20.9187,72.9599,-0.0009,2.5000
20155.16,72.9601,-82.7616,-21.0404,72.9599,-0.0008,2.5000
20225.89,72.9601,-82.8833,-21.1621,72.9599,-0.0008,2.5000
20296.87,72.9601,-83.0050,-21.2838,72.9599,-0.0008,2.5000
20368.11,72.9601,-83.1266,-21.4055,72.9599,-0.0008,2.5000
20439.59,72.9601,-83.2483,-21.5272,72.9599,-0.0008,2.5000
20511.32,72.9601,-83.3700,-21.6490,72.9599,-0.0008,2.5000
20583.30,72.9601,-83.4916,-21.7707,72.9599,-0.0008,2.5000
20655.54,72.9601,-83.6133,-21.8924,72.9599,-0.0008,2.5000
20728.02,72.9601,-83.7350,-22.0141,72.9599,-0.0008,2.5000
20800.77,72.9601,-83.8566,-22.1358,72.9599,-0.0008,2.5000
20873.77,72.9601,-83.9783,-22.2575,72.9599,-0.0008,2.5000
20947.02,72.9601,-84.1000,-22.3792,72.9599,-0.0008,2.5000
21020.53,72.9601,-84.2216,-22.5009,72.9599,-0.0008,2.5000
21094.30,72.9601,-84.3433,-22.6226,72.9599,-0.0008,2.5000
21168.33,72.9601,-84.4650,-22.7443,72.9599,-0.0008,2.5000
21242.62,72.9601,-84.5866,-22.8661,72.9599,-0.0008,2.5000
21317.17,72.9601,-84.7083,-22.9878,72.9599,-0.0008,2.5000
21391.98,72.9601,-84.8299,-23.1095,72.9599,-0.0008,2.5000
21467.06,72.9601,-84.9516,-23.2312,72.9599,-0.0007,2.5000
21542.39,72.9601,-85.0733,-23.3529,72.9599,-0.0007,2.5000
21617.99,72.9601,-85.1949,-23.4746,72.9599,-0.0007,2.5000
21693.86,72.9601,-85.3166,-23.5963,72.9599,-0.0007,2.5000
21769.99,72.9601,-85.4382,-23.7180,72.9599,-0.0007,2.5000
21846.39,72.9601,-85.5599,-23.8397,72.9599,-0.0007,2.5000
21923.06,72.9601,-85.6816,-23.9615,72.9599,-0.0007,2.5000
22000.00,72.9601,-85.8032,-24.0832,72.9599,-0.0007,2.5000
