freq_Hz,mk2_sum_dB,mk3_sum_dB,mk2_woof_dB,mk3_mid_dB,mk3_tweeter_dB,baffle_step_dB,wg_loading_mk2_dB,wg_loading_mk3_dB
1391.60,84.1038,90.9032,10.4316,77.4784,88.8196,-0.1718,0.4858,1.2255
1396.48,83.2191,90.9104,10.3111,77.3890,88.8529,-0.1706,0.4861,1.2263
1401.38,82.4895,90.9216,10.1905,77.2983,88.8910,-0.1695,0.4864,1.2271
1406.30,81.8941,90.9325,10.0700,77.2075,88.9285,-0.1683,0.4868,1.2279
1411.24,81.4272,90.9418,9.9494,77.1170,88.9636,-0.1672,0.4871,1.2287
1416.19,81.1337,90.9510,9.8289,77.0259,88.9982,-0.1660,0.4874,1.2295
1421.16,80.7852,90.9595,9.7083,76.9337,89.0320,-0.1649,0.4877,1.2303
1426.15,80.5005,90.9644,9.5877,76.8412,89.0609,-0.1638,0.4881,1.2311
1431.15,80.2661,90.9675,9.4671,76.7492,89.0871,-0.1627,0.4884,1.2319
1436.18,80.0706,90.9707,9.3466,76.6576,89.1130,-0.1616,0.4887,1.2327
1441.22,79.9055,90.9736,9.2260,76.5671,89.1381,-0.1605,0.4890,1.2335
1446.27,79.7624,90.9753,9.1054,76.4762,89.1615,-0.1594,0.4893,1.2343
1451.35,79.6358,90.9772,8.9847,76.3851,89.1848,-0.1583,0.4897,1.2351
1456.44,79.5415,90.9782,8.8641,76.2938,89.2068,-0.1573,0.4900,1.2359
1461.55,79.4644,90.9772,8.7435,76.2020,89.2262,-0.1562,0.4903,1.2366
1466.68,79.3878,90.9762,8.6229,76.1108,89.2452,-0.1551,0.4906,1.2374
1471.83,79.3115,90.9744,8.5022,76.0200,89.2629,-0.1541,0.4909,1.2382
1477.00,79.2341,90.9691,8.3816,75.9281,89.2764,-0.1530,0.4913,1.2390
1482.18,79.1564,90.9630,8.2609,75.8360,89.2887,-0.1520,0.4916,1.2398
1487.38,79.0783,90.9585,8.1403,75.7436,89.3028,-0.1510,0.4919,1.2406
1492.60,79.0018,90.9533,8.0196,75.6527,89.3155,-0.1499,0.4922,1.2414
1497.84,78.9248,90.9458,7.8989,75.5616,89.3252,-0.1489,0.4925,1.2422
1503.10,78.8462,90.9404,7.7782,75.4687,89.3376,-0.1479,0.4929,1.2430
1508.37,78.7666,90.9344,7.6575,75.3750,89.3493,-0.1469,0.4932,1.2438
1513.66,78.6867,90.9282,7.5368,75.2810,89.3606,-0.1459,0.4935,1.2446
1518.98,78.6075,90.9226,7.4161,75.1877,89.3722,-0.1449,0.4938,1.2454
1524.31,78.5288,90.9168,7.2954,75.0951,89.3833,-0.1439,0.4941,1.2462
1529.66,78.4506,90.9132,7.1747,75.0030,89.3967,-0.1430,0.4945,1.2470
1535.02,78.3721,90.9114,7.0540,74.9108,89.4120,-0.1420,0.4948,1.2478
1540.41,78.2934,90.9114,6.9332,74.8182,89.4294,-0.1410,0.4951,1.2486
1545.82,78.2142,90.9114,6.8125,74.7254,89.4465,-0.1401,0.4954,1.2494
1551.24,78.1367,90.9115,6.6918,74.6342,89.4633,-0.1391,0.4957,1.2502
1556.69,78.0592,90.9138,6.5710,74.5432,89.4824,-0.1382,0.4961,1.2510
1562.15,77.9819,90.9170,6.4502,74.4524,89.5024,-0.1372,0.4964,1.2518
1567.63,77.9059,90.9231,6.3295,74.3630,89.5252,-0.1363,0.4967,1.2526
1573.13,77.8298,90.9307,6.2087,74.2736,89.5496,-0.1354,0.4970,1.2534
1578.65,77.7534,90.9403,6.0879,74.1840,89.5762,-0.1345,0.4974,1.2542
1584.19,77.6774,90.9500,5.9672,74.0948,89.6027,-0.1335,0.4977,1.2550
1589.75,77.6014,90.9607,5.8464,74.0056,89.6301,-0.1326,0.4980,1.2558
1595.33,77.5870,90.9713,5.7256,73.9158,89.6571,-0.1317,0.4983,1.2566
1600.93,77.5993,90.9818,5.6048,73.8256,89.6840,-0.1308,0.4986,1.2573
1606.55,77.6448,90.9936,5.4840,73.7341,89.7123,-0.1299,0.4990,1.2581
1612.19,77.7366,91.0078,5.3631,73.6419,89.7433,-0.1291,0.4993,1.2589
1617.85,77.8910,91.0211,5.2423,73.5495,89.7731,-0.1282,0.4996,1.2597
1623.52,78.1278,91.0343,5.1215,73.4562,89.8026,-0.1273,0.4999,1.2605
1629.22,78.4716,91.0474,5.0007,73.3622,89.8319,-0.1264,0.5002,1.2613
1634.94,78.9490,91.0607,4.8798,73.2660,89.8616,-0.1256,0.5006,1.2621
1640.68,79.5925,91.0741,4.7590,73.1692,89.8912,-0.1247,0.5009,1.2629
1646.43,80.4315,91.0868,4.6381,73.0716,89.9198,-0.1239,0.5012,1.2637
1652.21,81.4909,91.0964,4.5173,72.9729,89.9449,-0.1230,0.5015,1.2645
1658.01,82.7862,91.1056,4.3964,72.8739,89.9693,-0.1222,0.5018,1.2653
1663.83,84.3196,91.1124,4.2755,72.7736,89.9910,-0.1213,0.5022,1.2661
1669.67,86.0816,91.1189,4.1547,72.6708,90.0125,-0.1205,0.5025,1.2669
1675.53,88.0549,91.1253,4.0338,72.5670,90.0337,-0.1197,0.5028,1.2677
1681.41,89.2076,91.1308,3.9129,72.4621,90.0539,-0.1189,0.5031,1.2685
1687.31,89.2039,91.1359,3.7920,72.3570,90.0734,-0.1181,0.5034,1.2693
1693.23,89.2051,91.1401,3.6711,72.2517,90.0918,-0.1173,0.5038,1.2701
1699.17,89.2065,91.1396,3.5502,72.1458,90.1047,-0.1165,0.5041,1.2709
1705.14,89.2093,91.1387,3.4293,72.0381,90.1172,-0.1157,0.5044,1.2717
1711.12,89.2135,91.1368,3.3084,71.9302,90.1284,-0.1149,0.5047,1.2725
1717.13,89.2176,91.1326,3.1875,71.8220,90.1369,-0.1141,0.5050,1.2733
1723.15,89.2270,91.1277,3.0666,71.7127,90.1446,-0.1133,0.5054,1.2741
1729.20,89.2373,91.1226,2.9456,71.6031,90.1520,-0.1125,0.5057,1.2749
1735.27,89.2501,91.1174,2.8247,71.4934,90.1591,-0.1118,0.5060,1.2757
1741.36,89.2653,91.1118,2.7038,71.3842,90.1655,-0.1110,0.5063,1.2765
1747.47,89.2807,91.1054,2.5828,71.2750,90.1708,-0.1102,0.5067,1.2772
1753.60,89.3013,91.0998,2.4619,71.1656,90.1769,-0.1095,0.5070,1.2780
1759.75,89.3232,91.0939,2.3409,71.0560,90.1826,-0.1087,0.5073,1.2788
1765.93,89.3449,91.0870,2.2200,70.9462,90.1870,-0.1080,0.5076,1.2796
1772.13,89.3649,91.0807,2.0990,70.8362,90.1920,-0.1073,0.5079,1.2804
1778.35,89.3871,91.0748,1.9780,70.7260,90.1973,-0.1065,0.5083,1.2812
1784.59,89.4072,91.0699,1.8571,70.6171,90.2033,-0.1058,0.5086,1.2820
1790.85,89.4267,91.0663,1.7361,70.5075,90.2107,-0.1051,0.5089,1.2828
1797.14,89.4460,91.0627,1.6151,70.3977,90.2181,-0.1044,0.5092,1.2836
1803.44,89.4623,91.0602,1.4941,70.2877,90.2264,-0.1036,0.5095,1.2844
1809.77,89.4787,91.0590,1.3731,70.1767,90.2363,-0.1029,0.5099,1.2852
1816.12,89.4938,91.0561,1.2521,70.0646,90.2441,-0.1022,0.5102,1.2860
1822.50,89.5083,91.0529,1.1311,69.9501,90.2518,-0.1015,0.5105,1.2868
1828.89,89.5239,91.0492,1.0101,69.8335,90.2589,-0.1008,0.5108,1.2876
1835.31,89.5346,91.0436,0.8891,69.7155,90.2640,-0.1001,0.5111,1.2884
1841.75,89.5450,91.0377,0.7681,69.5949,90.2687,-0.0995,0.5115,1.2892
1848.22,89.5579,91.0313,0.6470,69.4739,90.2728,-0.0988,0.5118,1.2900
1854.70,89.5699,91.0242,0.5260,69.3517,90.2762,-0.0981,0.5121,1.2908
1861.21,89.5830,91.0164,0.4050,69.2279,90.2788,-0.0974,0.5124,1.2916
1867.74,89.5985,91.0057,0.2839,69.1054,90.2779,-0.0968,0.5127,1.2924
1874.30,89.6140,90.9926,0.1629,68.9816,90.2743,-0.0961,0.5131,1.2932
1880.87,89.6294,90.9793,0.0418,68.8568,90.2706,-0.0954,0.5134,1.2940
1887.48,89.6463,90.9658,-0.0792,68.7299,90.2667,-0.0948,0.5137,1.2948
1894.10,89.6649,90.9490,-0.2003,68.6016,90.2591,-0.0941,0.5140,1.2955
1900.75,89.6835,90.9309,-0.3213,68.4727,90.2502,-0.0935,0.5143,1.2963
1907.42,89.7062,90.9133,-0.4424,68.3435,90.2416,-0.0928,0.5147,1.2971
1914.11,89.7322,90.8973,-0.5635,68.2141,90.2346,-0.0922,0.5150,1.2979
1920.83,89.7596,90.8813,-0.6845,68.0849,90.2276,-0.0916,0.5153,1.2987
1927.57,89.7839,90.8664,-0.8056,67.9561,90.2215,-0.0910,0.5156,1.2995
1934.33,89.8115,90.8536,-0.9267,67.8271,90.2176,-0.0903,0.5159,1.3003
1941.12,89.8395,90.8419,-1.0478,67.6977,90.2148,-0.0897,0.5163,1.3011
1947.93,89.8648,90.8319,-1.1689,67.5674,90.2137,-0.0891,0.5166,1.3019
1954.77,89.8846,90.8238,-1.2900,67.4385,90.2145,-0.0885,0.5169,1.3027
1961.63,89.9047,90.8174,-1.4111,67.3099,90.2168,-0.0879,0.5172,1.3035
1968.52,89.9219,90.8131,-1.5322,67.1812,90.2214,-0.0873,0.5175,1.3043
1975.42,89.9376,90.8108,-1.6533,67.0523,90.2280,-0.0867,0.5179,1.3051
1982.36,89.9492,90.8091,-1.7744,66.9233,90.2350,-0.0861,0.5182,1.3059
1989.31,89.9592,90.8044,-1.8955,66.7937,90.2388,-0.0855,0.5185,1.3067
1996.29,89.9656,90.7983,-2.0166,66.6625,90.2411,-0.0849,0.5188,1.3075
2003.30,89.9721,90.8015,-2.1377,66.5311,90.2531,-0.0843,0.5192,1.3083
2010.33,89.9772,90.8049,-2.2589,66.3995,90.2652,-0.0837,0.5195,1.3091
2017.39,89.9754,90.8082,-2.3800,66.2662,90.2772,-0.0832,0.5198,1.3099
2024.47,89.9679,90.8115,-2.5011,66.1330,90.2891,-0.0826,0.5201,1.3106
2031.57,89.9605,90.8162,-2.6223,66.0012,90.3021,-0.0820,0.5204,1.3114
2038.70,89.9559,90.8232,-2.7434,65.8705,90.3174,-0.0815,0.5208,1.3122
2045.85,89.9527,90.8303,-2.8646,65.7416,90.3326,-0.0809,0.5211,1.3130
2053.03,89.9511,90.8374,-2.9857,65.6129,90.3477,-0.0803,0.5214,1.3138
2060.24,89.9528,90.8434,-3.1069,65.4846,90.3615,-0.0798,0.5217,1.3146
2067.47,89.9579,90.8485,-3.2280,65.3579,90.3740,-0.0792,0.5220,1.3154
2074.73,89.9659,90.8531,-3.3492,65.2311,90.3859,-0.0787,0.5224,1.3162
2082.01,89.9769,90.8560,-3.4704,65.1042,90.3960,-0.0782,0.5227,1.3170
2089.31,89.9917,90.8589,-3.5915,64.9772,90.4059,-0.0776,0.5230,1.3178
2096.65,90.0134,90.8620,-3.7127,64.8527,90.4157,-0.0771,0.5233,1.3186
2104.00,90.0382,90.8664,-3.8339,64.7283,90.4268,-0.0766,0.5236,1.3194
2111.39,90.0636,90.8688,-3.9551,64.6048,90.4357,-0.0760,0.5240,1.3202
2118.80,90.0912,90.8610,-4.0763,64.4838,90.4337,-0.0755,0.5243,1.3210
2126.23,90.1206,90.8745,-4.1974,64.3633,90.4539,-0.0750,0.5246,1.3218
2133.69,90.1588,90.8786,-4.3186,64.2433,90.4641,-0.0745,0.5249,1.3226
2141.18,90.1973,90.8832,-4.4398,64.1233,90.4747,-0.0740,0.5252,1.3233
2148.70,90.2321,90.8883,-4.5610,64.0029,90.4859,-0.0734,0.5256,1.3241
2156.24,90.2613,90.8934,-4.6822,63.8807,90.4969,-0.0729,0.5259,1.3249
2163.80,90.2873,90.8988,-4.8034,63.7584,90.5083,-0.0724,0.5262,1.3257
2171.40,90.3100,90.9024,-4.9247,63.6360,90.5176,-0.0719,0.5265,1.3265
2179.02,90.3311,90.9086,-5.0459,63.5131,90.5296,-0.0714,0.5268,1.3273
2186.67,90.3469,90.9148,-5.1671,63.3885,90.5416,-0.0709,0.5272,1.3281
2194.34,90.3583,90.9245,-5.2883,63.2638,90.5571,-0.0705,0.5275,1.3289
2202.04,90.3662,90.9380,-5.4095,63.1391,90.5765,-0.0700,0.5278,1.3297
2209.77,90.3645,90.9552,-5.5308,63.0142,90.5997,-0.0695,0.5281,1.3305
2217.52,90.3604,90.9762,-5.6520,62.8893,90.6268,-0.0690,0.5284,1.3313
2225.31,90.3518,91.0037,-5.7732,62.7642,90.6605,-0.0685,0.5287,1.3321
2233.12,90.3415,91.0387,-5.8945,62.6391,90.7019,-0.0681,0.5291,1.3329
2240.95,90.3276,91.0581,-6.0157,62.5139,90.7270,-0.0676,0.5294,1.3337
2248.82,90.3151,91.0750,-6.1369,62.3896,90.7493,-0.0671,0.5297,1.3345
2256.71,90.3012,91.0900,-6.2582,62.2661,90.7695,-0.0667,0.5300,1.3352
2264.63,90.2907,91.0986,-6.3794,62.1434,90.7830,-0.0662,0.5303,1.3360
2272.58,90.2859,91.1056,-6.5007,62.0208,90.7948,-0.0658,0.5307,1.3368
2280.55,90.2811,91.1175,-6.6220,61.8980,90.8116,-0.0653,0.5310,1.3376
2288.56,90.2808,91.1237,-6.7432,61.7767,90.8223,-0.0648,0.5313,1.3384
2296.59,90.2833,91.1379,-6.8645,61.6559,90.8413,-0.0644,0.5316,1.3392
2304.65,90.2888,91.1438,-6.9857,61.5358,90.8515,-0.0640,0.5319,1.3400
2312.73,90.3011,91.1557,-7.1070,61.4157,90.8679,-0.0635,0.5323,1.3408
2320.85,90.3147,91.1592,-7.2283,61.2969,90.8754,-0.0631,0.5326,1.3416
2329.00,90.3302,91.1618,-7.3496,61.1756,90.8821,-0.0626,0.5329,1.3424
2337.17,90.3546,91.1644,-7.4708,61.0533,90.8888,-0.0622,0.5332,1.3432
2345.37,90.3792,91.1669,-7.5921,60.9305,90.8953,-0.0618,0.5335,1.3440
2353.60,90.4072,91.1694,-7.7134,60.8062,90.9018,-0.0614,0.5339,1.3447
2361.86,90.4330,91.1718,-7.8347,60.6817,90.9082,-0.0609,0.5342,1.3455
2370.15,90.4404,91.1743,-7.9560,60.5560,90.9145,-0.0605,0.5345,1.3463
2378.47,90.4512,91.1766,-8.0773,60.4294,90.9208,-0.0601,0.5348,1.3471
2386.82,90.4762,91.1789,-8.1986,60.3008,90.9270,-0.0597,0.5351,1.3479
2395.19,90.5004,91.1812,-8.3199,60.1717,90.9331,-0.0593,0.5355,1.3487
2403.60,90.5222,91.1835,-8.4412,60.0430,90.9391,-0.0589,0.5358,1.3495
2412.03,90.5371,91.1857,-8.5625,59.9128,90.9451,-0.0585,0.5361,1.3503
2420.50,90.5502,91.1879,-8.6838,59.7819,90.9510,-0.0580,0.5364,1.3511
2428.99,90.5605,91.1901,-8.8051,59.6509,90.9568,-0.0576,0.5367,1.3519
2437.52,90.5699,91.1923,-8.9264,59.5199,90.9626,-0.0572,0.5371,1.3527
2446.07,90.5770,91.1944,-9.0477,59.3879,90.9683,-0.0569,0.5374,1.3535
2454.66,90.5803,91.1966,-9.1690,59.2558,90.9740,-0.0565,0.5377,1.3542
2463.27,90.5823,91.1987,-9.2904,59.1236,90.9796,-0.0561,0.5380,1.3550
2471.91,90.5841,91.2008,-9.4117,58.9899,90.9851,-0.0557,0.5383,1.3558
2480.59,90.5842,91.2028,-9.5330,58.8555,90.9905,-0.0553,0.5386,1.3566
2489.30,90.5756,91.2049,-9.6543,58.7202,90.9959,-0.0549,0.5390,1.3574
2498.03,90.5599,91.2069,-9.7757,58.5848,91.0013,-0.0545,0.5393,1.3582
2506.80,90.5410,91.2089,-9.8970,58.4493,91.0066,-0.0542,0.5396,1.3590
2515.60,90.5184,91.2109,-10.0183,58.3119,91.0118,-0.0538,0.5399,1.3598
2524.42,90.4909,91.2128,-10.1397,58.1744,91.0170,-0.0534,0.5402,1.3606
2533.28,90.4600,91.2148,-10.2610,58.0368,91.0221,-0.0530,0.5406,1.3614
2542.17,90.4268,91.2220,-10.3824,57.8991,91.0325,-0.0527,0.5409,1.3621
2551.09,90.3965,91.2257,-10.5037,57.7595,91.0393,-0.0523,0.5412,1.3629
2560.05,90.3587,91.2318,-10.6251,57.6185,91.0486,-0.0520,0.5415,1.3637
2569.03,90.3176,91.2369,-10.7464,57.4758,91.0568,-0.0516,0.5418,1.3645
2578.05,90.2720,91.2387,-10.8678,57.3305,91.0617,-0.0512,0.5422,1.3653
2587.10,90.2217,91.2374,-10.9891,57.1840,91.0633,-0.0509,0.5425,1.3661
2596.17,90.1685,91.2328,-11.1105,57.0367,91.0616,-0.0505,0.5428,1.3669
2605.29,90.1152,91.2250,-11.2319,56.8895,91.0565,-0.0502,0.5431,1.3677
2614.43,90.0605,91.2154,-11.3532,56.7435,91.0496,-0.0498,0.5434,1.3685
2623.60,90.0062,91.2126,-11.4746,56.5972,91.0496,-0.0495,0.5437,1.3692
2632.81,89.9610,91.2142,-11.5960,56.4502,91.0540,-0.0491,0.5441,1.3700
2642.05,89.9226,91.2158,-11.7173,56.3017,91.0583,-0.0488,0.5444,1.3708
2651.32,89.8861,91.2175,-11.8387,56.1541,91.0627,-0.0485,0.5447,1.3716
2660.63,89.8534,91.2199,-11.9601,56.0048,91.0679,-0.0481,0.5450,1.3724
2669.96,89.8228,91.2215,-12.0815,55.8561,91.0721,-0.0478,0.5453,1.3732
2679.33,89.7938,91.2241,-12.2028,55.7077,91.0772,-0.0475,0.5457,1.3740
2688.74,89.7684,91.2289,-12.3242,55.5592,91.0846,-0.0471,0.5460,1.3748
2698.17,89.7468,91.2343,-12.4456,55.4129,91.0926,-0.0468,0.5463,1.3756
2707.64,89.7301,91.2423,-12.5670,55.2652,91.1031,-0.0465,0.5466,1.3763
2717.14,89.7169,91.2524,-12.6884,55.1168,91.1158,-0.0462,0.5469,1.3771
2726.68,89.7083,91.2626,-12.8098,54.9677,91.1284,-0.0459,0.5472,1.3779
2736.25,89.7054,91.2727,-12.9312,54.8182,91.1410,-0.0455,0.5476,1.3787
2745.85,89.7057,91.2828,-13.0526,54.6677,91.1535,-0.0452,0.5479,1.3795
2755.49,89.7065,91.2896,-13.1740,54.5166,91.1627,-0.0449,0.5482,1.3803
2765.16,89.7103,91.2955,-13.2954,54.3664,91.1709,-0.0446,0.5485,1.3811
2774.86,89.7168,91.2999,-13.4168,54.2154,91.1775,-0.0443,0.5488,1.3819
2784.60,89.7270,91.3019,-13.5382,54.0640,91.1817,-0.0440,0.5491,1.3826
2794.37,89.7373,91.3040,-13.6596,53.9123,91.1859,-0.0437,0.5495,1.3834
2804.18,89.7500,91.3082,-13.7810,53.7607,91.1922,-0.0434,0.5498,1.3842
2814.02,89.7645,91.3134,-13.9024,53.6089,91.1995,-0.0431,0.5501,1.3850
2823.90,89.7825,91.3166,-14.0238,53.4572,91.2047,-0.0428,0.5504,1.3858
2833.81,89.8039,91.3181,-14.1453,53.3051,91.2082,-0.0425,0.5507,1.3866
2843.75,89.8300,91.3197,-14.2667,53.1532,91.2117,-0.0422,0.5511,1.3874
2853.73,89.8575,91.3212,-14.3881,53.0023,91.2151,-0.0419,0.5514,1.3882
2863.75,89.8853,91.3228,-14.5095,52.8538,91.2185,-0.0416,0.5517,1.3889
2873.80,89.9167,91.3243,-14.6309,52.7047,91.2219,-0.0413,0.5520,1.3897
2883.88,89.9515,91.3259,-14.7524,52.5575,91.2252,-0.0410,0.5523,1.3905
2894.00,89.9883,91.3275,-14.8738,52.4125,91.2285,-0.0407,0.5526,1.3913
2904.16,90.0238,91.3291,-14.9952,52.2684,91.2317,-0.0405,0.5530,1.3921
2914.35,90.0592,91.3307,-15.1167,52.1251,91.2350,-0.0402,0.5533,1.3929
2924.58,90.0928,91.3323,-15.2381,51.9817,91.2382,-0.0399,0.5536,1.3937
2934.84,90.1295,91.3339,-15.3595,51.8406,91.2413,-0.0396,0.5539,1.3944
2945.14,90.1676,91.3355,-15.4810,51.6985,91.2444,-0.0394,0.5542,1.3952
2955.48,90.2070,91.3371,-15.6024,51.5580,91.2475,-0.0391,0.5545,1.3960
2965.85,90.2465,91.3388,-15.7239,51.4193,91.2506,-0.0388,0.5549,1.3968
2976.26,90.2896,91.3404,-15.8453,51.2816,91.2536,-0.0385,0.5552,1.3976
2986.70,90.3314,91.3420,-15.9667,51.1449,91.2566,-0.0383,0.5555,1.3984
2997.19,90.3732,91.3436,-16.0882,51.0095,91.2596,-0.0380,0.5558,1.3992
3007.70,90.4132,91.3453,-16.2096,50.8756,91.2625,-0.0377,0.5561,1.3999
3018.26,90.4566,91.3469,-16.3311,50.7419,91.2654,-0.0375,0.5564,1.4007
3028.85,90.4946,91.3485,-16.4525,50.6098,91.2683,-0.0372,0.5568,1.4015
3039.48,90.5291,91.3501,-16.5740,50.4783,91.2712,-0.0370,0.5571,1.4023
3050.15,90.5571,91.3513,-16.6955,50.3472,91.2736,-0.0367,0.5574,1.4031
3060.85,90.5795,91.3525,-16.8169,50.2181,91.2759,-0.0365,0.5577,1.4039
3071.59,90.5983,91.3555,-16.9384,50.0902,91.2800,-0.0362,0.5580,1.4046
3082.37,90.6152,91.3571,-17.0598,49.9629,91.2828,-0.0359,0.5583,1.4054
3093.19,90.6256,91.3593,-17.1813,49.8372,91.2860,-0.0357,0.5587,1.4062
3104.05,90.6303,91.3613,-17.3028,49.7120,91.2891,-0.0355,0.5590,1.4070
3114.94,90.6319,91.3629,-17.4242,49.5875,91.2918,-0.0352,0.5593,1.4078
3125.87,90.6273,91.3645,-17.5457,49.4630,91.2944,-0.0350,0.5596,1.4086
3136.84,90.6147,91.3662,-17.6672,49.3401,91.2971,-0.0347,0.5599,1.4093
3147.85,90.5990,91.3678,-17.7887,49.2166,91.2997,-0.0345,0.5602,1.4101
3158.90,90.5822,91.3694,-17.9101,49.0930,91.3022,-0.0342,0.5606,1.4109
3169.98,90.5569,91.3710,-18.0316,48.9700,91.3048,-0.0340,0.5609,1.4117
3181.11,90.5293,91.3725,-18.1531,48.8456,91.3073,-0.0338,0.5612,1.4125
3192.27,90.4986,91.3741,-18.2746,48.7209,91.3098,-0.0335,0.5615,1.4133
3203.47,90.4694,91.3757,-18.3960,48.5973,91.3123,-0.0333,0.5618,1.4140
3214.72,90.4406,91.3772,-18.5175,48.4746,91.3148,-0.0331,0.5621,1.4148
3226.00,90.4170,91.3788,-18.6390,48.3518,91.3172,-0.0328,0.5624,1.4156
3237.32,90.3955,91.3803,-18.7605,48.2286,91.3196,-0.0326,0.5628,1.4164
3248.68,90.3729,91.3818,-18.8820,48.1054,91.3220,-0.0324,0.5631,1.4172
3260.08,90.3500,91.3833,-19.0035,47.9826,91.3244,-0.0322,0.5634,1.4180
3271.52,90.3302,91.3848,-19.1250,47.8599,91.3267,-0.0319,0.5637,1.4187
3283.00,90.3105,91.3863,-19.2465,47.7389,91.3290,-0.0317,0.5640,1.4195
3294.53,90.2925,91.3879,-19.3680,47.6202,91.3314,-0.0315,0.5643,1.4203
3306.09,90.2757,91.3894,-19.4894,47.5021,91.3336,-0.0313,0.5647,1.4211
3317.69,90.2617,91.3909,-19.6109,47.3846,91.3359,-0.0311,0.5650,1.4219
3329.33,90.2476,91.3924,-19.7324,47.2684,91.3381,-0.0308,0.5653,1.4226
3341.02,90.2302,91.3939,-19.8539,47.1537,91.3404,-0.0306,0.5656,1.4234
3352.74,90.2142,91.3953,-19.9754,47.0379,91.3426,-0.0304,0.5659,1.4242
3364.51,90.1967,91.3968,-20.0969,46.9236,91.3448,-0.0302,0.5662,1.4250
3376.32,90.1803,91.3983,-20.2185,46.8098,91.3469,-0.0300,0.5665,1.4258
3388.17,90.1604,91.3998,-20.3400,46.6965,91.3491,-0.0298,0.5669,1.4265
3400.06,90.1370,91.4012,-20.4615,46.5850,91.3512,-0.0296,0.5672,1.4273
3411.99,90.1132,91.4027,-20.5830,46.4736,91.3533,-0.0294,0.5675,1.4281
3423.96,90.0868,91.4042,-20.7045,46.3621,91.3554,-0.0292,0.5678,1.4289
3435.98,90.0609,91.4056,-20.8260,46.2506,91.3575,-0.0290,0.5681,1.4297
3448.04,90.0313,91.4070,-20.9475,46.1382,91.3595,-0.0288,0.5684,1.4304
3460.14,89.9983,91.4084,-21.0690,46.0257,91.3616,-0.0286,0.5688,1.4312
3472.28,89.9648,91.4099,-21.1905,45.9132,91.3636,-0.0284,0.5691,1.4320
3484.47,89.9299,91.4112,-21.3121,45.7989,91.3656,-0.0282,0.5694,1.4328
3496.69,89.8964,91.4126,-21.4336,45.6841,91.3676,-0.0280,0.5697,1.4336
3508.97,89.8629,91.4140,-21.5551,45.5691,91.3695,-0.0278,0.5700,1.4343
3521.28,89.8271,91.4154,-21.6766,45.4546,91.3715,-0.0276,0.5703,1.4351
3533.64,89.7935,91.4167,-21.7981,45.3401,91.3734,-0.0274,0.5706,1.4359
3546.04,89.7605,91.4181,-21.9197,45.2255,91.3754,-0.0272,0.5710,1.4367
3558.48,89.7308,91.4194,-22.0412,45.1109,91.3773,-0.0270,0.5713,1.4375
3570.97,89.6995,91.4207,-22.1627,44.9964,91.3792,-0.0268,0.5716,1.4382
3583.50,89.6714,91.4221,-22.2842,44.8815,91.3810,-0.0266,0.5719,1.4390
3596.08,89.6429,91.4234,-22.4058,44.7659,91.3829,-0.0265,0.5722,1.4398
3608.70,89.6137,91.4247,-22.5273,44.6509,91.3847,-0.0263,0.5725,1.4406
3621.36,89.5897,91.4260,-22.6488,44.5372,91.3866,-0.0261,0.5728,1.4413
3634.07,89.5678,91.4273,-22.7704,44.4254,91.3884,-0.0259,0.5732,1.4421
3646.83,89.5461,91.4286,-22.8919,44.3137,91.3902,-0.0257,0.5735,1.4429
3659.63,89.5247,91.4299,-23.0134,44.2026,91.3920,-0.0256,0.5738,1.4437
3672.47,89.5022,91.4317,-23.1350,44.0917,91.3943,-0.0254,0.5741,1.4445
3685.36,89.4762,91.4354,-23.2565,43.9809,91.3985,-0.0252,0.5744,1.4452
3698.29,89.4467,91.4412,-23.3781,43.8711,91.4048,-0.0250,0.5747,1.4460
3711.27,89.4160,91.4513,-23.4996,43.7607,91.4154,-0.0249,0.5750,1.4468
3724.29,89.3873,91.4630,-23.6211,43.6504,91.4276,-0.0247,0.5753,1.4476
3737.36,89.3553,91.4762,-23.7427,43.5393,91.4413,-0.0245,0.5757,1.4483
3750.48,89.3157,91.4910,-23.8642,43.4282,91.4566,-0.0243,0.5760,1.4491
3763.64,89.2746,91.5058,-23.9858,43.3179,91.4719,-0.0242,0.5763,1.4499
3776.85,89.2310,91.5215,-24.1073,43.2069,91.4881,-0.0240,0.5766,1.4507
3790.10,89.1854,91.5388,-24.2289,43.0964,91.5058,-0.0238,0.5769,1.4514
3803.41,89.1380,91.5560,-24.3504,42.9864,91.5236,-0.0237,0.5772,1.4522
3816.75,89.0869,91.5747,-24.4720,42.8780,91.5427,-0.0235,0.5775,1.4530
3830.15,89.0326,91.5931,-24.5935,42.7698,91.5616,-0.0233,0.5779,1.4538
3843.59,88.9760,91.6103,-24.7151,42.6641,91.5792,-0.0232,0.5782,1.4545
3857.08,88.9212,91.6288,-24.8366,42.5610,91.5982,-0.0230,0.5785,1.4553
3870.61,88.8681,91.6452,-24.9582,42.4591,91.6150,-0.0229,0.5788,1.4561
3884.20,88.8192,91.6627,-25.0797,42.3604,91.6329,-0.0227,0.5791,1.4569
3897.83,88.7783,91.6816,-25.2013,42.2629,91.6522,-0.0225,0.5794,1.4576
3911.51,88.7414,91.6998,-25.3228,42.1684,91.6708,-0.0224,0.5797,1.4584
3925.24,88.7076,91.7186,-25.4444,42.0752,91.6900,-0.0222,0.5800,1.4592
