freq_Hz,harman_inroom_dB,bbc_inroom_dB,harman_target_dB,bbc_target_dB,harman_postdsp_dB,bbc_postdsp_dB
20.00,-5.2891,-6.2651,3.3654,1.9457,3.0689,1.6516
20.07,-5.2163,-6.1924,3.3645,1.9454,3.1051,1.6881
20.14,-5.1440,-6.1200,3.3636,1.9450,3.1389,1.7221
20.21,-5.0720,-6.0480,3.3626,1.9446,3.1703,1.7539
20.28,-5.0003,-5.9763,3.3617,1.9442,3.1993,1.7832
20.35,-4.9289,-5.9050,3.3608,1.9439,3.2259,1.8102
20.42,-4.8579,-5.8340,3.3598,1.9435,3.2502,1.8349
20.50,-4.7873,-5.7634,3.3589,1.9431,3.2721,1.8572
20.57,-4.7170,-5.6930,3.3579,1.9427,3.2917,1.8772
20.64,-4.6470,-5.6231,3.3570,1.9423,3.3090,1.8949
20.71,-4.5774,-5.5535,3.3560,1.9419,3.3239,1.9103
20.79,-4.5081,-5.4842,3.3550,1.9415,3.3366,1.9235
20.86,-4.4392,-5.4153,3.3541,1.9411,3.3469,1.9343
20.93,-4.3706,-5.3467,3.3531,1.9407,3.3550,1.9429
21.01,-4.3024,-5.2784,3.3521,1.9403,3.3607,1.9492
21.08,-4.2345,-5.2105,3.3511,1.9399,3.3643,1.9532
21.15,-4.1669,-5.1430,3.3501,1.9395,3.3655,1.9551
21.23,-4.0997,-5.0758,3.3491,1.9391,3.3645,1.9547
21.30,-4.0329,-5.0089,3.3481,1.9387,3.3635,1.9543
21.38,-3.9664,-4.9424,3.3471,1.9383,3.3625,1.9539
21.45,-3.9002,-4.8763,3.3460,1.9378,3.3615,1.9534
21.53,-3.8344,-4.8104,3.3450,1.9374,3.3604,1.9530
21.60,-3.7689,-4.7450,3.3439,1.9370,3.3594,1.9526
21.68,-3.7038,-4.6799,3.3429,1.9366,3.3584,1.9522
21.75,-3.6390,-4.6151,3.3418,1.9361,3.3573,1.9518
21.83,-3.5746,-4.5507,3.3408,1.9357,3.3563,1.9513
21.91,-3.5105,-4.4866,3.3397,1.9353,3.3552,1.9509
21.98,-3.4468,-4.4229,3.3386,1.9348,3.3541,1.9505
22.06,-3.3834,-4.3595,3.3376,1.9344,3.3530,1.9500
22.14,-3.3204,-4.2964,3.3365,1.9339,3.3519,1.9496
22.22,-3.2577,-4.2338,3.3354,1.9335,3.3509,1.9491
22.29,-3.1954,-4.1714,3.3343,1.9330,3.3498,1.9487
22.37,-3.1334,-4.1095,3.3332,1.9326,3.3486,1.9482
22.45,-3.0718,-4.0478,3.3320,1.9321,3.3475,1.9478
22.53,-3.0105,-3.9865,3.3309,1.9316,3.3464,1.9473
22.61,-2.9495,-3.9256,3.3298,1.9312,3.3453,1.9468
22.69,-2.8890,-3.8650,3.3287,1.9307,3.3441,1.9464
22.77,-2.8287,-3.8048,3.3275,1.9302,3.3430,1.9459
22.85,-2.7688,-3.7449,3.3264,1.9298,3.3418,1.9454
22.93,-2.7093,-3.6853,3.3252,1.9293,3.3406,1.9449
23.01,-2.6501,-3.6261,3.3240,1.9288,3.3395,1.9444
23.09,-2.5912,-3.5673,3.3229,1.9283,3.3383,1.9440
23.17,-2.5327,-3.5088,3.3217,1.9279,3.3371,1.9435
23.25,-2.4746,-3.4506,3.3205,1.9274,3.3359,1.9430
23.33,-2.4168,-3.3928,3.3193,1.9269,3.3347,1.9425
23.42,-2.3593,-3.3354,3.3181,1.9264,3.3335,1.9420
23.50,-2.3022,-3.2782,3.3169,1.9259,3.3322,1.9414
23.58,-2.2455,-3.2215,3.3156,1.9254,3.3310,1.9409
23.66,-2.1890,-3.1651,3.3144,1.9249,3.3298,1.9404
23.75,-2.1330,-3.1090,3.3132,1.9244,3.3285,1.9399
23.83,-2.0772,-3.0533,3.3119,1.9238,3.3273,1.9394
23.91,-2.0219,-2.9979,3.3107,1.9233,3.3260,1.9388
24.00,-1.9668,-2.9429,3.3094,1.9228,3.3247,1.9383
24.08,-1.9122,-2.8882,3.3082,1.9223,3.3234,1.9378
24.17,-1.8578,-2.8338,3.3069,1.9218,3.3221,1.9372
24.25,-1.8038,-2.7798,3.3056,1.9212,3.3208,1.9367
24.34,-1.7502,-2.7262,3.3043,1.9207,3.3195,1.9361
24.42,-1.6969,-2.6729,3.3030,1.9202,3.3182,1.9356
24.51,-1.6439,-2.6199,3.3017,1.9196,3.3169,1.9350
24.59,-1.5913,-2.5673,3.3004,1.9191,3.3155,1.9344
24.68,-1.5390,-2.5150,3.2991,1.9185,3.3142,1.9339
24.77,-1.4870,-2.4631,3.2977,1.9180,3.3128,1.9333
24.85,-1.4354,-2.4115,3.2964,1.9174,3.3115,1.9327
24.94,-1.3842,-2.3602,3.2951,1.9169,3.3101,1.9322
25.03,-1.3333,-2.3093,3.2937,1.9163,3.3087,1.9316
25.11,-1.2827,-2.2587,3.2923,1.9158,3.3073,1.9310
25.20,-1.2325,-2.2085,3.2910,1.9152,3.3060,1.9304
25.29,-1.1826,-2.1586,3.2896,1.9146,3.3045,1.9298
25.38,-1.1330,-2.1090,3.2882,1.9140,3.3031,1.9292
25.47,-1.0838,-2.0598,3.2868,1.9135,3.3017,1.9286
25.56,-1.0349,-2.0109,3.2854,1.9129,3.3002,1.9280
25.65,-0.9864,-1.9624,3.2840,1.9123,3.2988,1.9273
25.74,-0.9382,-1.9142,3.2825,1.9117,3.2973,1.9267
25.83,-0.8903,-1.8663,3.2811,1.9111,3.2959,1.9261
25.92,-0.8428,-1.8187,3.2797,1.9105,3.2944,1.9255
26.01,-0.7955,-1.7715,3.2782,1.9099,3.2929,1.9248
26.10,-0.7487,-1.7247,3.2768,1.9093,3.2914,1.9242
26.19,-0.7021,-1.6781,3.2753,1.9087,3.2899,1.9235
26.28,-0.6559,-1.6319,3.2738,1.9081,3.2884,1.9229
26.38,-0.6100,-1.5860,3.2723,1.9075,3.2869,1.9222
26.47,-0.5645,-1.5405,3.2708,1.9069,3.2853,1.9216
26.56,-0.5193,-1.4953,3.2693,1.9062,3.2838,1.9209
26.66,-0.4744,-1.4504,3.2678,1.9056,3.2822,1.9202
26.75,-0.4298,-1.4058,3.2663,1.9050,3.2807,1.9196
26.84,-0.3856,-1.3616,3.2648,1.9043,3.2791,1.9189
26.94,-0.3417,-1.3176,3.2632,1.9037,3.2775,1.9182
27.03,-0.2981,-1.2741,3.2617,1.9031,3.2759,1.9175
27.13,-0.2548,-1.2308,3.2601,1.9024,3.2743,1.9168
27.22,-0.2119,-1.1878,3.2585,1.9018,3.2727,1.9161
27.32,-0.1692,-1.1452,3.2570,1.9011,3.2710,1.9154
27.41,-0.1269,-1.1029,3.2554,1.9004,3.2694,1.9147
27.51,-0.0850,-1.0609,3.2538,1.8998,3.2677,1.9140
27.61,-0.0433,-1.0193,3.2522,1.8991,3.2661,1.9133
27.70,-0.0019,-0.9779,3.2505,1.8984,3.2644,1.9125
27.80,0.0391,-0.9369,3.2489,1.8977,3.2627,1.9118
27.90,0.0798,-0.8962,3.2473,1.8971,3.2610,1.9111
28.00,0.1202,-0.8558,3.2456,1.8964,3.2593,1.9103
28.09,0.1603,-0.8157,3.2440,1.8957,3.2576,1.9096
28.19,0.2000,-0.7759,3.2423,1.8950,3.2559,1.9088
28.29,0.2395,-0.7365,3.2406,1.8943,3.2541,1.9081
28.39,0.2787,-0.6973,3.2389,1.8936,3.2524,1.9073
28.49,0.3175,-0.6584,3.2372,1.8929,3.2507,1.9065
28.59,0.3561,-0.6199,3.2355,1.8922,3.2489,1.9058
28.69,0.3943,-0.5816,3.2338,1.8914,3.2471,1.9050
28.79,0.4323,-0.5437,3.2321,1.8907,3.2453,1.9042
28.89,0.4699,-0.5061,3.2303,1.8900,3.2435,1.9035
28.99,0.5072,-0.4687,3.2286,1.8893,3.2417,1.9027
29.10,0.5443,-0.4317,3.2268,1.8885,3.2399,1.9019
29.20,0.5810,-0.3949,3.2251,1.8878,3.2381,1.9011
29.30,0.6174,-0.3585,3.2233,1.8871,3.2363,1.9003
29.40,0.6536,-0.3224,3.2215,1.8863,3.2344,1.8995
29.51,0.6894,-0.2865,3.2197,1.8855,3.2325,1.8987
29.61,0.7250,-0.2510,3.2179,1.8848,3.2307,1.8978
29.71,0.7602,-0.2157,3.2161,1.8840,3.2288,1.8970
29.82,0.7952,-0.1808,3.2142,1.8833,3.2269,1.8962
29.92,0.8299,-0.1461,3.2124,1.8825,3.2250,1.8954
30.03,0.8642,-0.1117,3.2105,1.8817,3.2231,1.8945
30.13,0.8983,-0.0776,3.2087,1.8809,3.2211,1.8937
30.24,0.9321,-0.0438,3.2068,1.8801,3.2192,1.8928
30.34,0.9657,-0.0102,3.2049,1.8793,3.2172,1.8920
30.45,0.9989,0.0230,3.2030,1.8785,3.2153,1.8911
30.56,1.0319,0.0560,3.2011,1.8777,3.2133,1.8902
30.67,1.0646,0.0886,3.1992,1.8769,3.2113,1.8893
30.77,1.0970,0.1211,3.1972,1.8761,3.2093,1.8885
30.88,1.1291,0.1532,3.1953,1.8753,3.2073,1.8876
30.99,1.1609,0.1850,3.1933,1.8745,3.2053,1.8867
31.10,1.1925,0.2166,3.1914,1.8737,3.2032,1.8858
31.21,1.2238,0.2479,3.1894,1.8728,3.2012,1.8849
31.32,1.2548,0.2789,3.1874,1.8720,3.1991,1.8840
31.43,1.2856,0.3097,3.1854,1.8711,3.1970,1.8831
31.54,1.3161,0.3402,3.1834,1.8703,3.1950,1.8822
31.65,1.3463,0.3704,3.1814,1.8694,3.1929,1.8812
31.76,1.3762,0.4004,3.1793,1.8686,3.1908,1.8803
31.87,1.4059,0.4301,3.1773,1.8677,3.1886,1.8794
31.98,1.4354,0.4595,3.1752,1.8669,3.1865,1.8784
32.09,1.4645,0.4887,3.1732,1.8660,3.1844,1.8775
32.21,1.4934,0.5176,3.1711,1.8651,3.1822,1.8765
32.32,1.5221,0.5463,3.1690,1.8642,3.1800,1.8756
32.43,1.5505,0.5747,3.1669,1.8633,3.1779,1.8746
32.55,1.5786,0.6028,3.1648,1.8624,3.1757,1.8736
32.66,1.6065,0.6307,3.1626,1.8615,3.1735,1.8727
32.78,1.6341,0.6583,3.1605,1.8606,3.1713,1.8717
32.89,1.6615,0.6857,3.1583,1.8597,3.1690,1.8707
33.01,1.6887,0.7129,3.1562,1.8588,3.1668,1.8697
33.12,1.7156,0.7398,3.1540,1.8579,3.1646,1.8687
33.24,1.7422,0.7664,3.1518,1.8569,3.1623,1.8678
33.36,1.7686,0.7929,3.1496,1.8560,3.1600,1.8668
33.47,1.7948,0.8190,3.1474,1.8551,3.1577,1.8658
33.59,1.8207,0.8450,3.1451,1.8541,3.1554,1.8647
33.71,1.8464,0.8706,3.1429,1.8532,3.1531,1.8637
33.83,1.8718,0.8961,3.1407,1.8522,3.1508,1.8627
33.94,1.8970,0.9213,3.1384,1.8513,3.1484,1.8616
34.06,1.9220,0.9463,3.1361,1.8503,3.1461,1.8606
34.18,1.9467,0.9710,3.1338,1.8493,3.1437,1.8595
34.30,1.9712,0.9955,3.1315,1.8483,3.1413,1.8584
34.42,1.9955,1.0198,3.1292,1.8474,3.1389,1.8574
34.54,2.0195,1.0438,3.1269,1.8464,3.1365,1.8563
34.67,2.0434,1.0677,3.1245,1.8454,3.1340,1.8552
34.79,2.0670,1.0913,3.1222,1.8444,3.1316,1.8541
34.91,2.0903,1.1146,3.1198,1.8433,3.1291,1.8530
35.03,2.1135,1.1378,3.1174,1.8423,3.1267,1.8519
35.15,2.1364,1.1608,3.1150,1.8413,3.1242,1.8508
35.28,2.1592,1.1835,3.1126,1.8403,3.1217,1.8497
35.40,2.1817,1.2060,3.1102,1.8393,3.1192,1.8486
35.53,2.2040,1.2283,3.1078,1.8382,3.1167,1.8474
35.65,2.2261,1.2504,3.1053,1.8372,3.1141,1.8463
35.78,2.2479,1.2723,3.1029,1.8361,3.1116,1.8452
35.90,2.2696,1.2940,3.1004,1.8351,3.1090,1.8440
36.03,2.2911,1.3155,3.0979,1.8340,3.1065,1.8429
36.15,2.3124,1.3368,3.0954,1.8329,3.1039,1.8417
36.28,2.3334,1.3578,3.0929,1.8318,3.1013,1.8406
36.41,2.3543,1.3787,3.0904,1.8308,3.0987,1.8394
36.54,2.3750,1.3994,3.0878,1.8297,3.0961,1.8383
36.66,2.3955,1.4199,3.0853,1.8286,3.0935,1.8371
36.79,2.4158,1.4402,3.0827,1.8275,3.0908,1.8359
36.92,2.4358,1.4603,3.0801,1.8264,3.0881,1.8347
37.05,2.4557,1.4802,3.0775,1.8253,3.0855,1.8335
37.18,2.4755,1.4999,3.0749,1.8241,3.0828,1.8323
37.31,2.4950,1.5194,3.0723,1.8230,3.0801,1.8311
37.44,2.5143,1.5388,3.0696,1.8219,3.0774,1.8299
37.57,2.5335,1.5580,3.0670,1.8207,3.0746,1.8287
37.71,2.5524,1.5769,3.0643,1.8196,3.0719,1.8275
37.84,2.5712,1.5957,3.0616,1.8184,3.0691,1.8262
37.97,2.5898,1.6144,3.0590,1.8173,3.0664,1.8250
38.10,2.6083,1.6328,3.0562,1.8161,3.0636,1.8237
38.24,2.6265,1.6511,3.0535,1.8149,3.0608,1.8225
38.37,2.6446,1.6692,3.0508,1.8137,3.0579,1.8212
38.51,2.6625,1.6871,3.0480,1.8126,3.0551,1.8200
38.64,2.6803,1.7048,3.0453,1.8114,3.0523,1.8187
38.78,2.6978,1.7224,3.0425,1.8102,3.0494,1.8174
38.91,2.7152,1.7398,3.0397,1.8090,3.0466,1.8161
39.05,2.7325,1.7571,3.0369,1.8077,3.0437,1.8149
39.19,2.7495,1.7742,3.0341,1.8065,3.0408,1.8136
39.33,2.7665,1.7911,3.0312,1.8053,3.0379,1.8123
39.46,2.7832,1.8079,3.0284,1.8040,3.0350,1.8110
39.60,2.7998,1.8245,3.0255,1.8028,3.0320,1.8097
39.74,2.8162,1.8409,3.0226,1.8016,3.0291,1.8083
39.88,2.8325,1.8572,3.0197,1.8003,3.0261,1.8070
40.02,2.8487,1.8734,3.0168,1.7990,3.0231,1.8057
40.16,2.8646,1.8893,3.0139,1.7978,3.0201,1.8043
40.30,2.8804,1.9052,3.0110,1.7965,3.0171,1.8030
40.44,2.8961,1.9208,3.0080,1.7952,3.0141,1.8016
40.58,2.9116,1.9364,3.0050,1.7939,3.0110,1.8002
40.73,2.9270,1.9517,3.0020,1.7926,3.0080,1.7989
40.87,2.9422,1.9670,2.9990,1.7913,3.0049,1.7975
41.01,2.9573,1.9821,2.9960,1.7900,3.0018,1.7961
41.16,2.9722,1.9970,2.9930,1.7887,2.9987,1.7947
41.30,2.9870,2.0118,2.9900,1.7873,2.9956,1.7933
41.45,3.0017,2.0265,2.9869,1.7860,2.9924,1.7919
41.59,3.0162,2.0410,2.9838,1.7847,2.9893,1.7905
41.74,3.0306,2.0555,2.9807,1.7833,2.9862,1.7891
41.88,3.0448,2.0697,2.9776,1.7819,2.9830,1.7877
42.03,3.0590,2.0839,2.9745,1.7806,2.9798,1.7862
42.18,3.0730,2.0979,2.9714,1.7792,2.9766,1.7848
42.33,3.0868,2.1118,2.9682,1.7778,2.9734,1.7834
42.48,3.1005,2.1255,2.9650,1.7764,2.9702,1.7819
42.63,3.1141,2.1391,2.9619,1.7750,2.9669,1.7804
42.77,3.1276,2.1526,2.9587,1.7736,2.9636,1.7790
42.92,3.1409,2.1659,2.9554,1.7722,2.9603,1.7775
43.08,3.1541,2.1791,2.9522,1.7708,2.9571,1.7760
43.23,3.1672,2.1923,2.9490,1.7694,2.9537,1.7745
43.38,3.1802,2.2052,2.9457,1.7679,2.9504,1.7730
43.53,3.1931,2.2181,2.9424,1.7665,2.9471,1.7715
43.68,3.2058,2.2309,2.9391,1.7650,2.9437,1.7700
43.84,3.2184,2.2435,2.9358,1.7636,2.9404,1.7685
43.99,3.2310,2.2560,2.9325,1.7621,2.9370,1.7670
44.14,3.2434,2.2685,2.9292,1.7606,2.9336,1.7655
44.30,3.2556,2.2808,2.9258,1.7592,2.9302,1.7640
44.46,3.2678,2.2930,2.9224,1.7577,2.9268,1.7625
44.61,3.2799,2.3051,2.9191,1.7562,2.9234,1.7609
44.77,3.2919,2.3170,2.9157,1.7547,2.9200,1.7594
44.92,3.3037,2.3289,2.9122,1.7532,2.9166,1.7579
45.08,3.3154,2.3406,2.9088,1.7516,2.9130,1.7562
45.24,3.3270,2.3522,2.9054,1.7501,2.9095,1.7546
45.40,3.3385,2.3637,2.9019,1.7486,2.9059,1.7530
45.56,3.3499,2.3751,2.8984,1.7470,2.9023,1.7513
45.72,3.3611,2.3863,2.8949,1.7455,2.8987,1.7496
45.88,3.3723,2.3975,2.8914,1.7439,2.8951,1.7480
46.04,3.3834,2.4086,2.8879,1.7423,2.8914,1.7463
46.20,3.3944,2.4196,2.8843,1.7408,2.8878,1.7446
46.36,3.4053,2.4305,2.8808,1.7392,2.8841,1.7428
46.53,3.4161,2.4413,2.8772,1.7376,2.8804,1.7411
46.69,3.4268,2.4520,2.8736,1.7360,2.8766,1.7394
46.85,3.4374,2.4627,2.8700,1.7344,2.8729,1.7376
47.02,3.4480,2.4732,2.8663,1.7327,2.8691,1.7358
47.18,3.4584,2.4837,2.8627,1.7311,2.8653,1.7341
47.35,3.4688,2.4940,2.8590,1.7295,2.8615,1.7323
47.51,3.4790,2.5043,2.8554,1.7278,2.8577,1.7305
47.68,3.4893,2.5146,2.8517,1.7262,2.8540,1.7288
47.85,3.4996,2.5249,2.8480,1.7245,2.8503,1.7271
48.02,3.5098,2.5351,2.8442,1.7228,2.8465,1.7254
48.19,3.5199,2.5453,2.8405,1.7212,2.8428,1.7237
48.35,3.5299,2.5553,2.8367,1.7195,2.8390,1.7220
48.52,3.5399,2.5653,2.8330,1.7178,2.8352,1.7203
48.69,3.5498,2.5752,2.8292,1.7161,2.8314,1.7186
48.87,3.5596,2.5851,2.8254,1.7144,2.8275,1.7168
49.04,3.5694,2.5949,2.8215,1.7126,2.8236,1.7150
49.21,3.5790,2.6046,2.8177,1.7109,2.8197,1.7133
49.38,3.5887,2.6142,2.8138,1.7092,2.8158,1.7114
49.55,3.5982,2.6238,2.8100,1.7074,2.8119,1.7096
49.73,3.6077,2.6333,2.8061,1.7057,2.8079,1.7078
49.90,3.6171,2.6428,2.8022,1.7039,2.8039,1.7059
50.08,3.6265,2.6522,2.7982,1.7021,2.7999,1.7040
50.25,3.6358,2.6615,2.7943,1.7003,2.7958,1.7021
50.43,3.6450,2.6708,2.7903,1.6986,2.7918,1.7002
50.61,3.6543,2.6801,2.7864,1.6968,2.7878,1.6984
50.79,3.6635,2.6894,2.7824,1.6949,2.7837,1.6965
50.96,3.6727,2.6986,2.7784,1.6931,2.7797,1.6947
51.14,3.6818,2.7078,2.7744,1.6913,2.7756,1.6928
51.32,3.6909,2.7169,2.7703,1.6895,2.7716,1.6910
51.50,3.6999,2.7260,2.7663,1.6876,2.7675,1.6891
51.68,3.7089,2.7350,2.7622,1.6858,2.7634,1.6872
51.86,3.7178,2.7440,2.7581,1.6839,2.7592,1.6853
52.05,3.7267,2.7530,2.7540,1.6820,2.7551,1.6833
52.23,3.7356,2.7619,2.7499,1.6801,2.7509,1.6814
52.41,3.7444,2.7708,2.7457,1.6783,2.7467,1.6795
52.60,3.7531,2.7796,2.7416,1.6764,2.7425,1.6775
52.78,3.7619,2.7884,2.7374,1.6744,2.7383,1.6755
52.97,3.7706,2.7972,2.7332,1.6725,2.7340,1.6736
53.15,3.7792,2.8059,2.7290,1.6706,2.7297,1.6716
53.34,3.7878,2.8146,2.7248,1.6687,2.7254,1.6695
53.53,3.7964,2.8233,2.7206,1.6667,2.7211,1.6675
53.71,3.8050,2.8319,2.7163,1.6648,2.7168,1.6655
53.90,3.8136,2.8406,2.7120,1.6628,2.7125,1.6635
54.09,3.8221,2.8492,2.7078,1.6608,2.7082,1.6615
54.28,3.8306,2.8577,2.7035,1.6589,2.7039,1.6595
