freq_Hz,woofer_dB,mid_dB,tweeter_dB,sum_dB
676.23,-50.6775,-0.3168,-24.8594,0.2082
678.60,-50.7949,-0.3264,-24.7170,0.2068
680.98,-50.9123,-0.3317,-24.5747,0.2097
683.37,-51.0297,-0.3372,-24.4324,0.2125
685.77,-51.1472,-0.3429,-24.2902,0.2152
688.18,-51.2647,-0.3488,-24.1480,0.2179
690.59,-51.3822,-0.3548,-23.9953,0.2212
693.02,-51.4997,-0.3611,-23.8107,0.2265
695.45,-51.6173,-0.3676,-23.6260,0.2319
697.89,-51.7349,-0.3743,-23.4412,0.2374
700.34,-51.8525,-0.3812,-23.2564,0.2429
702.80,-51.9701,-0.3883,-23.0715,0.2485
705.26,-52.0878,-0.3956,-22.8865,0.2541
707.74,-52.2055,-0.4031,-22.7014,0.2599
710.22,-52.3232,-0.4109,-22.5163,0.2657
712.72,-52.4409,-0.4188,-22.3311,0.2717
715.22,-52.5587,-0.4270,-22.1458,0.2777
717.73,-52.6764,-0.4354,-21.9605,0.2839
720.25,-52.7942,-0.4487,-21.7750,0.2859
722.77,-52.9121,-0.4638,-21.5896,0.2866
725.31,-53.0299,-0.4792,-21.4040,0.2873
727.86,-53.1478,-0.4948,-21.2184,0.2882
730.41,-53.2657,-0.5107,-21.0327,0.2893
732.97,-53.3836,-0.5268,-20.8686,0.2886
735.55,-53.5016,-0.5432,-20.7146,0.2870
738.13,-53.6195,-0.5598,-20.5607,0.2855
740.72,-53.7375,-0.5767,-20.4068,0.2840
743.32,-53.8555,-0.5939,-20.2530,0.2826
745.92,-53.9735,-0.6113,-20.0992,0.2812
748.54,-54.0916,-0.6290,-19.9455,0.2798
751.17,-54.2097,-0.6470,-19.7919,0.2785
753.81,-54.3278,-0.6653,-19.6383,0.2773
756.45,-54.4459,-0.6838,-19.4848,0.2761
759.11,-54.5640,-0.7026,-19.3314,0.2750
761.77,-54.6822,-0.7247,-19.1780,0.2713
764.44,-54.8004,-0.7558,-19.0247,0.2598
767.13,-54.9186,-0.7873,-18.8714,0.2484
769.82,-55.0368,-0.8192,-18.7182,0.2371
772.52,-55.1551,-0.8513,-18.5651,0.2259
775.23,-55.2733,-0.8838,-18.4144,0.2145
777.95,-55.3916,-0.9166,-18.2827,0.2010
780.68,-55.5099,-0.9498,-18.1512,0.1875
783.42,-55.6283,-0.9832,-18.0199,0.1740
786.17,-55.7466,-1.0171,-17.8887,0.1605
788.93,-55.8650,-1.0513,-17.7577,0.1470
791.70,-55.9834,-1.0858,-17.6268,0.1336
794.48,-56.1018,-1.1206,-17.4961,0.1202
797.27,-56.2202,-1.1559,-17.3655,0.1069
800.06,-56.3387,-1.1914,-17.2352,0.0936
802.87,-56.4571,-1.2273,-17.1049,0.0803
805.69,-56.5756,-1.2636,-16.9749,0.0671
808.52,-56.6941,-1.2817,-16.8450,0.0698
811.35,-56.8127,-1.2943,-16.7153,0.0775
814.20,-56.9312,-1.3072,-16.5857,0.0852
817.06,-57.0498,-1.3204,-16.4563,0.0929
819.93,-57.1684,-1.3339,-16.3271,0.1007
822.80,-57.2870,-1.3476,-16.2084,0.1069
825.69,-57.4056,-1.3617,-16.0987,0.1118
828.59,-57.5243,-1.3760,-15.9892,0.1166
831.50,-57.6429,-1.3906,-15.8799,0.1213
834.41,-57.7616,-1.4055,-15.7709,0.1260
837.34,-57.8803,-1.4207,-15.6622,0.1307
840.28,-57.9991,-1.4362,-15.5537,0.1353
843.23,-58.1178,-1.4520,-15.4454,0.1399
846.19,-58.2366,-1.4681,-15.3375,0.1444
849.16,-58.3553,-1.4845,-15.2297,0.1489
852.14,-58.4741,-1.5013,-15.1223,0.1533
855.13,-58.5929,-1.5217,-15.0151,0.1548
858.13,-58.7118,-1.5516,-14.9081,0.1489
861.14,-58.8306,-1.5818,-14.8015,0.1429
864.16,-58.9495,-1.6123,-14.6951,0.1370
867.20,-59.0684,-1.6432,-14.5889,0.1310
870.24,-59.1873,-1.6745,-14.4831,0.1249
873.29,-59.3062,-1.7062,-14.3876,0.1170
876.36,-59.4251,-1.7382,-14.2927,0.1089
879.43,-59.5441,-1.7705,-14.1982,0.1008
882.52,-59.6631,-1.8033,-14.1039,0.0926
885.62,-59.7820,-1.8364,-14.0100,0.0843
888.73,-59.9010,-1.8698,-13.9164,0.0760
891.85,-60.0201,-1.9037,-13.8231,0.0676
894.98,-60.1391,-1.9379,-13.7301,0.0591
898.12,-60.2582,-1.9725,-13.6375,0.0506
901.27,-60.3772,-2.0075,-13.5452,0.0420
904.43,-60.4963,-2.0429,-13.4531,0.0334
907.60,-60.6154,-2.0879,-13.3615,0.0174
910.79,-60.7345,-2.1359,-13.2701,-0.0006
913.99,-60.8537,-2.1843,-13.1791,-0.0186
917.19,-60.9728,-2.2331,-13.0884,-0.0366
920.41,-61.0920,-2.2824,-12.9980,-0.0547
923.64,-61.2112,-2.3321,-12.9173,-0.0749
926.88,-61.3304,-2.3822,-12.8510,-0.0984
930.14,-61.4496,-2.4328,-12.7851,-0.1221
933.40,-61.5688,-2.4838,-12.7196,-0.1459
936.68,-61.6881,-2.5353,-12.6545,-0.1698
939.96,-61.8074,-2.5872,-12.5898,-0.1940
943.26,-61.9266,-2.6395,-12.5256,-0.2182
946.57,-62.0459,-2.6923,-12.4618,-0.2427
949.90,-62.1652,-2.7455,-12.3983,-0.2673
953.23,-62.2846,-2.7992,-12.3354,-0.2920
956.57,-62.4039,-2.8534,-12.2728,-0.3169
959.93,-62.5233,-2.9149,-12.2107,-0.3470
963.30,-62.6426,-2.9928,-12.1490,-0.3892
966.68,-62.7620,-3.0714,-12.0877,-0.4314
970.07,-62.8814,-3.1504,-12.0268,-0.4737
973.48,-63.0008,-3.2300,-11.9664,-0.5161
976.89,-63.1203,-3.3101,-11.9063,-0.5585
980.32,-63.2397,-3.3908,-11.8431,-0.6000
983.76,-63.3592,-3.4720,-11.7794,-0.6413
987.21,-63.4786,-3.5538,-11.7162,-0.6827
990.68,-63.5981,-3.6361,-11.6534,-0.7240
994.16,-63.7176,-3.7190,-11.5910,-0.7654
997.65,-63.8371,-3.8024,-11.5291,-0.8068
1001.15,-63.9567,-3.8864,-11.4675,-0.8482
1004.66,-64.0762,-3.9710,-11.4063,-0.8896
1008.19,-64.1958,-4.0560,-11.3456,-0.9310
1011.72,-64.3153,-4.1417,-11.2852,-0.9724
1015.27,-64.4349,-4.2279,-11.2253,-1.0138
1018.84,-64.5545,-4.2314,-11.1657,-0.9978
1022.41,-64.6741,-4.2160,-11.1066,-0.9689
1026.00,-64.7938,-4.2008,-11.0479,-0.9403
1029.60,-64.9134,-4.1858,-10.9895,-0.9118
1033.21,-65.0331,-4.1710,-10.9316,-0.8835
1036.84,-65.1527,-4.1564,-10.8724,-0.8550
1040.48,-65.2724,-4.1420,-10.8087,-0.8251
1044.13,-65.3921,-4.1279,-10.7453,-0.7954
1047.80,-65.5118,-4.1139,-10.6824,-0.7658
1051.47,-65.6315,-4.1001,-10.6198,-0.7365
1055.16,-65.7512,-4.0865,-10.5576,-0.7074
1058.87,-65.8710,-4.0731,-10.4957,-0.6785
1062.58,-65.9907,-4.0599,-10.4342,-0.6497
1066.31,-66.1105,-4.0469,-10.3731,-0.6212
1070.05,-66.2303,-4.0342,-10.3123,-0.5928
1073.81,-66.3501,-4.0216,-10.2519,-0.5646
1077.58,-66.4699,-4.0238,-10.1918,-0.5465
1081.36,-66.5897,-4.0569,-10.1321,-0.5489
1085.15,-66.7095,-4.0903,-10.0728,-0.5514
1088.96,-66.8294,-4.1240,-10.0138,-0.5541
1092.78,-66.9492,-4.1581,-9.9551,-0.5569
1096.62,-67.0691,-4.1925,-9.8967,-0.5599
1100.47,-67.1890,-4.2273,-9.8425,-0.5642
1104.33,-67.3088,-4.2625,-9.7904,-0.5693
1108.20,-67.4288,-4.2980,-9.7386,-0.5746
1112.09,-67.5487,-4.3339,-9.6871,-0.5800
1116.00,-67.6686,-4.3701,-9.6360,-0.5855
1119.91,-67.7885,-4.4067,-9.5852,-0.5912
1123.84,-67.9085,-4.4436,-9.5348,-0.5970
1127.79,-68.0284,-4.4809,-9.4846,-0.6030
1131.74,-68.1484,-4.5185,-9.4348,-0.6091
1135.72,-68.2684,-4.5565,-9.3853,-0.6153
1139.70,-68.3884,-4.5948,-9.3361,-0.6217
1143.70,-68.5084,-4.6495,-9.2872,-0.6383
1147.72,-68.6284,-4.7076,-9.2386,-0.6569
1151.74,-68.7484,-4.7662,-9.1903,-0.6756
1155.79,-68.8685,-4.8252,-9.1423,-0.6943
1159.84,-68.9885,-4.8847,-9.0946,-0.7131
1163.91,-69.1086,-4.9445,-9.0456,-0.7313
1168.00,-69.2286,-5.0047,-8.9859,-0.7453
1172.10,-69.3487,-5.0654,-8.9265,-0.7593
1176.21,-69.4688,-5.1264,-8.8673,-0.7732
1180.34,-69.5889,-5.1879,-8.8083,-0.7871
1184.48,-69.7090,-5.2498,-8.7495,-0.8008
1188.64,-69.8291,-5.3121,-8.6908,-0.8145
1192.81,-69.9493,-5.3748,-8.6324,-0.8281
1196.99,-70.0694,-5.4379,-8.5742,-0.8416
1201.19,-70.1896,-5.5014,-8.5161,-0.8550
1205.41,-70.3097,-5.5653,-8.4581,-0.8683
1209.64,-70.4299,-5.6235,-8.4004,-0.8779
1213.89,-70.5501,-5.6708,-8.3427,-0.8810
1218.15,-70.6703,-5.7185,-8.2853,-0.8840
1222.42,-70.7905,-5.7665,-8.2279,-0.8869
1226.71,-70.9107,-5.8148,-8.1707,-0.8898
1231.02,-71.0309,-5.8635,-8.1136,-0.8926
1235.34,-71.1512,-5.9125,-8.0631,-0.8981
1239.67,-71.2714,-5.9618,-8.0180,-0.9059
1244.02,-71.3917,-6.0114,-7.9730,-0.9138
1248.39,-71.5119,-6.0614,-7.9282,-0.9216
1252.77,-71.6322,-6.1117,-7.8834,-0.9293
1257.16,-71.7525,-6.1623,-7.8388,-0.9371
1261.58,-71.8728,-6.2133,-7.7944,-0.9448
1266.00,-71.9931,-6.2645,-7.7500,-0.9525
1270.45,-72.1134,-6.3161,-7.7057,-0.9601
1274.91,-72.2337,-6.3680,-7.6615,-0.9677
1279.38,-72.3540,-6.4202,-7.6174,-0.9753
1283.87,-72.4744,-6.4740,-7.5734,-0.9834
1288.38,-72.5947,-6.5282,-7.5294,-0.9915
1292.90,-72.7151,-6.5828,-7.4856,-0.9996
1297.43,-72.8354,-6.6376,-7.4418,-1.0076
1301.99,-72.9558,-6.6928,-7.3981,-1.0155
1306.56,-73.0762,-6.7483,-7.3544,-1.0233
1311.14,-73.1966,-6.8040,-7.2928,-1.0222
1315.74,-73.3170,-6.8601,-7.2308,-1.0208
1320.36,-73.4374,-6.9165,-7.1689,-1.0191
1324.99,-73.5578,-6.9732,-7.1069,-1.0171
1329.64,-73.6782,-7.0302,-7.0449,-1.0149
1334.31,-73.7987,-7.0874,-6.9829,-1.0124
1338.99,-73.9191,-7.1450,-6.9209,-1.0097
1343.69,-74.0395,-7.2028,-6.8589,-1.0066
1348.41,-74.1600,-7.2610,-6.7969,-1.0033
1353.14,-74.2805,-7.3194,-6.7348,-0.9997
1357.89,-74.4009,-7.3852,-6.6727,-0.9992
1362.65,-74.5214,-7.4633,-6.6107,-1.0041
1367.44,-74.6419,-7.5418,-6.5486,-1.0086
1372.24,-74.7624,-7.6206,-6.4865,-1.0127
1377.05,-74.8829,-7.6997,-6.4245,-1.0164
1381.88,-75.0034,-7.7792,-6.3624,-1.0196
1386.73,-75.1240,-7.8590,-6.3126,-1.0291
1391.60,-75.2445,-7.9392,-6.2804,-1.0479
1396.48,-75.3650,-8.0197,-6.2483,-1.0666
1401.38,-75.4856,-8.1005,-6.2163,-1.0851
1406.30,-75.6061,-8.1816,-6.1845,-1.1035
1411.24,-75.7267,-8.2631,-6.1528,-1.1218
1416.19,-75.8473,-8.3449,-6.1214,-1.1400
1421.16,-75.9679,-8.4270,-6.0901,-1.1580
1426.15,-76.0884,-8.5094,-6.0591,-1.1759
1431.15,-76.2090,-8.5921,-6.0282,-1.1938
1436.18,-76.3296,-8.6752,-5.9976,-1.2115
1441.22,-76.4503,-8.7588,-5.9673,-1.2293
1446.27,-76.5709,-8.8428,-5.9371,-1.2470
1451.35,-76.6915,-8.9272,-5.9073,-1.2646
1456.44,-76.8121,-9.0118,-5.8778,-1.2821
1461.55,-76.9328,-9.0967,-5.8486,-1.2996
1466.68,-77.0534,-9.1820,-5.8196,-1.3171
1471.83,-77.1741,-9.2675,-5.7701,-1.3219
1477.00,-77.2947,-9.3533,-5.7169,-1.3242
1482.18,-77.4154,-9.4394,-5.6640,-1.3262
1487.38,-77.5361,-9.5258,-5.6114,-1.3280
1492.60,-77.6567,-9.6125,-5.5592,-1.3296
1497.84,-77.7774,-9.6995,-5.5072,-1.3309
1503.10,-77.8981,-9.7868,-5.4556,-1.3321
1508.37,-78.0188,-9.8743,-5.4044,-1.3331
1513.66,-78.1395,-9.9621,-5.3535,-1.3339
1518.98,-78.2602,-10.0502,-5.3031,-1.3345
1524.31,-78.3810,-10.1434,-5.2531,-1.3367
1529.66,-78.5017,-10.2442,-5.2035,-1.3414
1535.02,-78.6224,-10.3454,-5.1543,-1.3459
1540.41,-78.7432,-10.4468,-5.1056,-1.3502
1545.82,-78.8639,-10.5485,-5.0573,-1.3543
1551.24,-78.9847,-10.6506,-5.0096,-1.3582
1556.69,-79.1054,-10.7529,-4.9607,-1.3610
1562.15,-79.2262,-10.8556,-4.9081,-1.3607
1567.63,-79.3470,-10.9585,-4.8559,-1.3602
1573.13,-79.4677,-11.0618,-4.8043,-1.3596
1578.65,-79.5885,-11.1653,-4.7532,-1.3588
1584.19,-79.7093,-11.2691,-4.7026,-1.3579
1589.75,-79.8301,-11.3732,-4.6525,-1.3568
1595.33,-79.9509,-11.4776,-4.6030,-1.3556
1600.93,-80.0717,-11.5823,-4.5540,-1.3543
1606.55,-80.1925,-11.6873,-4.5056,-1.3528
1612.19,-80.3134,-11.7925,-4.4577,-1.3513
1617.85,-80.4342,-11.8924,-4.4105,-1.3480
1623.52,-80.5550,-11.9919,-4.3637,-1.3445
1629.22,-80.6759,-12.0917,-4.3176,-1.3409
1634.94,-80.7967,-12.1917,-4.2720,-1.3373
1640.68,-80.9176,-12.2920,-4.2270,-1.3337
1646.43,-81.0384,-12.3925,-4.1826,-1.3301
1652.21,-81.1593,-12.4932,-4.1633,-1.3443
1658.01,-81.2802,-12.5942,-4.1551,-1.3662
1663.83,-81.4010,-12.6955,-4.1476,-1.3885
1669.67,-81.5219,-12.7970,-4.1408,-1.4110
1675.53,-81.6428,-12.8987,-4.1347,-1.4339
1681.41,-81.7637,-13.0006,-4.1293,-1.4570
1687.31,-81.8846,-13.1028,-4.1246,-1.4805
1693.23,-82.0055,-13.2052,-4.1206,-1.5043
1699.17,-82.1264,-13.3078,-4.1173,-1.5284
1705.14,-82.2473,-13.4106,-4.1146,-1.5528
1711.12,-82.3682,-13.5062,-4.1126,-1.5756
1717.13,-82.4892,-13.5918,-4.1113,-1.5962
1723.15,-82.6101,-13.6775,-4.1107,-1.6172
1729.20,-82.7310,-13.7633,-4.1107,-1.6386
1735.27,-82.8520,-13.8493,-4.1114,-1.6603
1741.36,-82.9729,-13.9354,-4.1127,-1.6824
1747.47,-83.0939,-14.0217,-4.1114,-1.7024
1753.60,-83.2148,-14.1082,-4.0894,-1.7065
1759.75,-83.3358,-14.1947,-4.0679,-1.7108
1765.93,-83.4568,-14.2814,-4.0469,-1.7154
1772.13,-83.5777,-14.3683,-4.0265,-1.7201
1778.35,-83.6987,-14.4552,-4.0066,-1.7250
1784.59,-83.8197,-14.5424,-3.9872,-1.7301
1790.85,-83.9407,-14.6296,-3.9683,-1.7354
1797.14,-84.0617,-14.7169,-3.9499,-1.7408
1803.44,-84.1827,-14.8044,-3.9320,-1.7465
1809.77,-84.3037,-14.8920,-3.9146,-1.7523
1816.12,-84.4247,-14.9918,-3.8977,-1.7610
1822.50,-84.5457,-15.0925,-3.8812,-1.7699
1828.89,-84.6667,-15.1934,-3.8652,-1.7790
1835.31,-84.7877,-15.2945,-3.8496,-1.7882
1841.75,-84.9087,-15.3957,-3.8344,-1.7975
1848.22,-85.0298,-15.4970,-3.8197,-1.8069
1854.70,-85.1508,-15.5986,-3.8119,-1.8216
1861.21,-85.2718,-15.7002,-3.8094,-1.8404
1867.74,-85.3929,-15.8021,-3.8074,-1.8593
1874.30,-85.5139,-15.9040,-3.8059,-1.8785
1880.87,-85.6350,-16.0062,-3.8048,-1.8978
1887.48,-85.7560,-16.1084,-3.8041,-1.9173
1894.10,-85.8771,-16.2108,-3.8038,-1.9370
1900.75,-85.9982,-16.3133,-3.8039,-1.9568
1907.42,-86.1192,-16.4160,-3.8045,-1.9768
1914.11,-86.2403,-16.5188,-3.8054,-1.9970
1920.83,-86.3614,-16.6219,-3.8067,-2.0174
1927.57,-86.4825,-16.7254,-3.8085,-2.0380
1934.33,-86.6036,-16.8289,-3.8106,-2.0587
1941.12,-86.7247,-16.9326,-3.8130,-2.0795
1947.93,-86.8458,-17.0364,-3.8159,-2.1006
1954.77,-86.9669,-17.1404,-3.8190,-2.1217
1961.63,-87.0880,-17.2444,-3.8226,-2.1430
1968.52,-87.2091,-17.3486,-3.8015,-2.1438
1975.42,-87.3302,-17.4529,-3.7805,-2.1445
1982.36,-87.4513,-17.5574,-3.7598,-2.1451
1989.31,-87.5724,-17.6619,-3.7393,-2.1457
1996.29,-87.6935,-17.7666,-3.7190,-2.1463
2003.30,-87.8147,-17.8714,-3.6990,-2.1468
2010.33,-87.9358,-17.9762,-3.6792,-2.1472
2017.39,-88.0569,-18.0812,-3.6596,-2.1477
2024.47,-88.1781,-18.1864,-3.6402,-2.1481
2031.57,-88.2992,-18.2916,-3.6210,-2.1484
2038.70,-88.4204,-18.4029,-3.6021,-2.1496
2045.85,-88.5415,-18.5146,-3.5833,-2.1508
2053.03,-88.6627,-18.6264,-3.5647,-2.1520
2060.24,-88.7839,-18.7384,-3.5463,-2.1530
2067.47,-88.9050,-18.8505,-3.5281,-2.1540
2074.73,-89.0262,-18.9626,-3.5101,-2.1549
2082.01,-89.1474,-19.0750,-3.4954,-2.1584
2089.31,-89.2685,-19.1874,-3.4851,-2.1656
2096.65,-89.3897,-19.3000,-3.4751,-2.1727
2104.00,-89.5109,-19.4126,-3.4652,-2.1798
2111.39,-89.6321,-19.5254,-3.4555,-2.1869
2118.80,-89.7533,-19.6383,-3.4461,-2.1939
2126.23,-89.8745,-19.7513,-3.4367,-2.2009
2133.69,-89.9957,-19.8644,-3.4276,-2.2079
2141.18,-90.1169,-19.9776,-3.4186,-2.2148
2148.70,-90.2381,-20.0910,-3.4098,-2.2217
2156.24,-90.3593,-20.2127,-3.4011,-2.2296
2163.80,-90.4805,-20.3440,-3.3926,-2.2386
2171.40,-90.6017,-20.4754,-3.3843,-2.2475
2179.02,-90.7229,-20.6070,-3.3761,-2.2564
2186.67,-90.8441,-20.7388,-3.3681,-2.2651
2194.34,-90.9654,-20.8707,-3.3602,-2.2738
2202.04,-91.0866,-21.0028,-3.3524,-2.2824
2209.77,-91.2078,-21.1351,-3.3147,-2.2642
2217.52,-91.3291,-21.2675,-3.2718,-2.2411
2225.31,-91.4503,-21.4001,-3.2290,-2.2177
2233.12,-91.5715,-21.5328,-3.1862,-2.1940
2240.95,-91.6928,-21.6657,-3.1434,-2.1700
2248.82,-91.8140,-21.7987,-3.1006,-2.1457
2256.71,-91.9353,-21.9319,-3.0577,-2.1210
2264.63,-92.0565,-22.0653,-3.0149,-2.0960
2272.58,-92.1778,-22.1988,-2.9721,-2.0708
2280.55,-92.2991,-22.3325,-2.9293,-2.0452
2288.56,-92.4203,-22.4652,-2.8864,-2.0192
2296.59,-92.5416,-22.5981,-2.8436,-1.9929
2304.65,-92.6629,-22.7312,-2.8007,-1.9662
2312.73,-92.7841,-22.8644,-2.7578,-1.9393
2320.85,-92.9054,-22.9977,-2.7149,-1.9121
2329.00,-93.0267,-23.1312,-2.6719,-1.8846
2337.17,-93.1480,-23.2649,-2.6327,-1.8602
2345.37,-93.2693,-23.3986,-2.6030,-1.8443
2353.60,-93.3906,-23.5325,-2.5732,-1.8281
2361.86,-93.5118,-23.6666,-2.5435,-1.8117
2370.15,-93.6331,-23.8008,-2.5137,-1.7951
2378.47,-93.7544,-23.9351,-2.4840,-1.7783
2386.82,-93.8757,-24.0696,-2.4543,-1.7613
2395.19,-93.9970,-24.2042,-2.4246,-1.7441
2403.60,-94.1183,-24.3390,-2.3949,-1.7267
2412.03,-94.2397,-24.4739,-2.3652,-1.7091
2420.50,-94.3610,-24.6171,-2.3355,-1.6918
2428.99,-94.4823,-24.7689,-2.3058,-1.6750
2437.52,-94.6036,-24.9210,-2.2761,-1.6579
2446.07,-94.7249,-25.0732,-2.2464,-1.6405
2454.66,-94.8462,-25.2256,-2.2167,-1.6230
2463.27,-94.9676,-25.3782,-2.1870,-1.6052
2471.91,-95.0889,-25.5310,-2.1572,-1.5872
2480.59,-95.2102,-25.6840,-2.1495,-1.5895
2489.30,-95.3315,-25.8372,-2.1506,-1.6000
2498.03,-95.4529,-25.9906,-2.1517,-1.6105
2506.80,-95.5742,-26.1442,-2.1530,-1.6209
2515.60,-95.6956,-26.2979,-2.1544,-1.6312
2524.42,-95.8169,-26.4519,-2.1558,-1.6415
2533.28,-95.9383,-26.6060,-2.1573,-1.6517
2542.17,-96.0596,-26.7603,-2.1589,-1.6619
2551.09,-96.1810,-26.9148,-2.1607,-1.6720
2560.05,-96.3023,-27.0695,-2.1624,-1.6821
2569.03,-96.4237,-27.2104,-2.1643,-1.6914
2578.05,-96.5450,-27.3515,-2.1663,-1.7007
2587.10,-96.6664,-27.4928,-2.1683,-1.7099
2596.17,-96.7877,-27.6342,-2.1704,-1.7191
2605.29,-96.9091,-27.7757,-2.1726,-1.7283
2614.43,-97.0305,-27.9174,-2.1749,-1.7375
2623.60,-97.1518,-28.0592,-2.1764,-1.7458
2632.81,-97.2732,-28.2011,-2.1726,-1.7490
2642.05,-97.3946,-28.3432,-2.1688,-1.7522
2651.32,-97.5160,-28.4854,-2.1652,-1.7553
2660.63,-97.6374,-28.6278,-2.1615,-1.7583
2669.96,-97.7587,-28.7703,-2.1580,-1.7613
2679.33,-97.8801,-28.9129,-2.1544,-1.7643
2688.74,-98.0015,-29.0556,-2.1510,-1.7672
2698.17,-98.1229,-29.1985,-2.1476,-1.7700
2707.64,-98.2443,-29.3416,-2.1442,-1.7728
2717.14,-98.3657,-29.4809,-2.1409,-1.7754
2726.68,-98.4871,-29.6169,-2.1376,-1.7779
2736.25,-98.6085,-29.7530,-2.1344,-1.7802
2745.85,-98.7299,-29.8892,-2.1312,-1.7826
2755.49,-98.8513,-30.0255,-2.1280,-1.7849
2765.16,-98.9727,-30.1619,-2.1250,-1.7872
2774.86,-99.0941,-30.2984,-2.1219,-1.7894
2784.60,-99.2155,-30.4350,-2.1122,-1.7851
2794.37,-99.3369,-30.5717,-2.0974,-1.7759
2804.18,-99.4583,-30.7085,-2.0827,-1.7666
2814.02,-99.5797,-30.8455,-2.0680,-1.7573
2823.90,-99.7012,-30.9825,-2.0532,-1.7479
2833.81,-99.8226,-31.1196,-2.0385,-1.7383
2843.75,-99.9440,-31.2569,-2.0238,-1.7287
2853.73,-100.0654,-31.3942,-2.0091,-1.7190
2863.75,-100.1868,-31.5316,-1.9943,-1.7092
2873.80,-100.3083,-31.6686,-1.9796,-1.6994
2883.88,-100.4297,-31.7875,-1.9648,-1.6888
2894.00,-100.5511,-31.9065,-1.9501,-1.6782
2904.16,-100.6726,-32.0254,-1.9353,-1.6676
2914.35,-100.7940,-32.1444,-1.9206,-1.6568
2924.58,-100.9154,-32.2634,-1.9058,-1.6460
2934.84,-101.0369,-32.3825,-1.8910,-1.6352
2945.14,-101.1583,-32.5016,-1.8764,-1.6244
2955.48,-101.2798,-32.6207,-1.8858,-1.6369
2965.85,-101.4012,-32.7399,-1.8952,-1.6494
2976.26,-101.5227,-32.8591,-1.9048,-1.6620
2986.70,-101.6441,-32.9784,-1.9144,-1.6746
2997.19,-101.7656,-33.0976,-1.9241,-1.6873
3007.70,-101.8870,-33.2169,-1.9338,-1.7000
3018.26,-102.0085,-33.3362,-1.9437,-1.7127
3028.85,-102.1299,-33.4556,-1.9536,-1.7255
3039.48,-102.2514,-33.5750,-1.9635,-1.7382
3050.15,-102.3728,-33.6848,-1.9736,-1.7508
3060.85,-102.4943,-33.7866,-1.9837,-1.7633
3071.59,-102.6158,-33.8882,-1.9939,-1.7757
3082.37,-102.7372,-33.9899,-2.0042,-1.7883
3093.19,-102.8587,-34.0915,-2.0145,-1.8008
3104.05,-102.9802,-34.1931,-2.0249,-1.8134
3114.94,-103.1016,-34.2946,-2.0354,-1.8261
3125.87,-103.2231,-34.3961,-2.0405,-1.8335
3136.84,-103.3446,-34.4976,-2.0387,-1.8341
3147.85,-103.4660,-34.5990,-2.0368,-1.8346
3158.90,-103.5875,-34.7004,-2.0350,-1.8352
3169.98,-103.7090,-34.8018,-2.0333,-1.8358
3181.11,-103.8305,-34.9031,-2.0315,-1.8363
3192.27,-103.9520,-35.0044,-2.0298,-1.8369
3203.47,-104.0734,-35.1056,-2.0281,-1.8374
3214.72,-104.1949,-35.2068,-2.0264,-1.8380
3226.00,-104.3164,-35.3064,-2.0248,-1.8385
3237.32,-104.4379,-35.3791,-2.0231,-1.8384
3248.68,-104.5594,-35.4516,-2.0215,-1.8384
3260.08,-104.6809,-35.5240,-2.0200,-1.8383
3271.52,-104.8024,-35.5962,-2.0184,-1.8383
3283.00,-104.9239,-35.6683,-2.0168,-1.8382
3294.53,-105.0454,-35.7402,-2.0153,-1.8382
3306.09,-105.1669,-35.8120,-2.0138,-1.8382
3317.69,-105.2884,-35.8836,-2.0124,-1.8382
3329.33,-105.4099,-35.9551,-2.0109,-1.8382
3341.02,-105.5314,-36.0265,-2.0095,-1.8381
3352.74,-105.6529,-36.0977,-2.0081,-1.8381
3364.51,-105.7744,-36.1687,-2.0067,-1.8381
3376.32,-105.8959,-36.2396,-2.0053,-1.8382
3388.17,-106.0174,-36.3103,-2.0039,-1.8382
3400.06,-106.1389,-36.3809,-2.0026,-1.8382
3411.99,-106.2604,-36.4513,-2.0013,-1.8382
3423.96,-106.3819,-36.5265,-2.0000,-1.8383
3435.98,-106.5034,-36.6054,-1.9987,-1.8385
3448.04,-106.6250,-36.6841,-1.9974,-1.8387
3460.14,-106.7465,-36.7627,-1.9962,-1.8389
3472.28,-106.8680,-36.8411,-1.9949,-1.8391
3484.47,-106.9895,-36.9195,-1.9937,-1.8393
3496.69,-107.1110,-36.9977,-1.9925,-1.8395
3508.97,-107.2326,-37.0758,-1.9900,-1.8383
3521.28,-107.3541,-37.1537,-1.9841,-1.8339
3533.64,-107.4756,-37.2315,-1.9782,-1.8294
3546.04,-107.5971,-37.3092,-1.9724,-1.8250
3558.48,-107.7187,-37.3867,-1.9665,-1.8205
3570.97,-107.8402,-37.4642,-1.9606,-1.8160
3583.50,-107.9617,-37.5414,-1.9548,-1.8115
